income_stability,spending_consistency,savings_ratio,transaction_frequency,avg_monthly_income,avg_monthly_spending,defaulted
0.1366,0.3137,0.5001,31.02,42176.61,22989.74,0
0.2712,0.1366,0.425,22.56,34126.56,19002.48,0
0.0962,0.5026,0.3057,20.58,24937.32,18459.43,0
0.1074,0.1312,0.4434,23.83,34226.85,17333.49,0
0.3028,0.1895,0.2438,16.63,28907.38,22538.73,0
0.4997,0.9992,0.2034,13.9,19233.42,15254.72,0
0.2836,0.1405,0.1887,9.3,17839.33,14117.88,0
0.3055,0.2285,0.3576,17.4,32186.69,19582.46,0
0.3418,0.1896,0.3183,21.65,32366.72,20567.1,0
0.2862,0.2618,0.4136,24.25,37648.02,20865.84,0
0.1803,0.021,0.3926,17.87,32220.08,21108.63,0
0.2126,0.5084,0.4556,25.12,32879.03,20499.52,0
0.2863,0.3073,0.3047,18.83,31608.48,22212.98,0
0.2013,0.3918,0.3216,22.08,36233.81,24429.45,0
0.1155,0.9654,0.1737,10.5,13335.64,10276.86,0
0.4728,0.07,0.3355,20.24,26071.51,17676.92,0
0.6463,0.4856,0.2076,10.98,20408.6,12522.93,0
0.0811,0.3118,0.3885,24.08,36965.82,21900.35,0
0.1354,0.2672,0.2069,14.02,29409.31,23834.08,0
0.3615,0.4705,0.3598,20.15,30469.04,22341.89,0
0.4342,0.0429,0.2636,18.67,30634.35,23047.63,0
0.8837,0.138,0.2755,10.64,24365.05,17892.38,0
0.1854,0.4411,0.4209,16.08,34193.86,19378.77,0
0.1072,0.3289,0.3136,18.01,23824.08,16942.57,0
0.0768,0.4674,0.3395,20.88,24807.47,15625.93,0
0.2961,0.2326,0.2318,17.66,24411.95,17610.5,0
0.124,0.6194,0.1749,9.03,20973.35,16442.27,0
0.277,0.3258,0.3448,12.18,23723.75,16574.8,0
0.3849,0.3141,0.1807,10.77,21784.45,15530.43,0
0.01,0.4825,0.1754,14.72,17425.58,15629.91,0
0.1613,0.0287,0.3996,20.65,35064.79,21147.06,0
0.0867,0.1214,0.4638,24.03,35688.69,21881.95,0
0.5722,0.6007,0.2435,14.01,24352.41,18473.32,0
0.2921,0.1566,0.4173,23.01,33009.7,18146.92,0
0.4655,0.1062,0.4309,18.56,30384.58,17141.64,0
0.0441,0.1498,0.1763,13.33,21010.35,17732.58,0
0.2092,0.6333,0.2902,16.27,24790.85,18020.88,0
0.337,0.4206,0.3591,17.89,25692.61,16616.35,0
0.1246,0.0739,0.4695,26.7,35556.6,17252.26,0
0.1971,0.5645,0.3635,17.44,28048.92,18565.51,0
0.3228,0.2627,0.1313,5.0,12445.57,11322.89,0
0.0767,0.4148,0.4105,15.56,34400.56,20061.48,0
0.5455,0.3324,0.1329,5.06,16567.11,13063.16,0
0.5131,0.0465,0.1021,8.1,17395.97,15836.57,0
0.3051,0.104,0.0263,8.06,13087.34,12448.54,0
0.3896,0.1794,0.3355,21.84,30004.34,17392.42,0
0.1292,0.5078,0.4534,16.67,33304.04,17374.72,0
0.146,0.1319,0.1531,3.02,12977.26,9316.41,0
0.0915,0.0494,0.3472,23.09,36999.35,24539.13,0
0.1626,0.2098,0.2314,15.87,29237.05,20667.56,0
0.3495,0.6188,0.2012,7.36,20825.18,16456.29,0
0.0806,0.2,0.4362,27.57,41277.16,23511.75,0
0.0154,0.6994,0.1873,9.2,22316.33,16586.98,0
0.1214,0.1952,0.2837,22.1,32464.57,21982.41,0
0.121,0.2601,0.2702,17.01,33170.08,24690.74,0
0.2954,0.1184,0.3577,13.6,30145.43,20365.17,0
0.393,0.1618,0.2669,13.94,25385.51,20410.49,0
0.7587,0.021,0.1969,10.71,15776.91,13132.2,1
0.0986,0.2653,0.5405,23.05,37037.54,15902.65,0
0.2211,0.5488,0.2126,13.32,19152.83,15115.91,0
0.2407,0.9514,0.1618,13.84,19251.8,18158.58,1
0.2868,0.0869,0.3434,22.04,33090.98,19795.26,0
0.4122,0.2929,0.3478,16.23,24279.38,15893.72,0
0.4526,0.3061,0.3074,19.78,34780.87,22875.64,0
0.5542,0.8864,0.2453,20.06,30395.93,19061.86,0
0.14,0.4751,0.2647,16.47,29367.12,22269.86,0
0.1705,0.1501,0.4644,20.98,34240.76,16893.15,0
0.588,0.6342,0.3764,14.92,27482.46,17431.61,0
0.0726,0.4716,0.1036,8.41,18702.45,16042.18,0
0.524,0.4579,0.2667,17.57,28501.55,20049.5,0
0.3631,0.2986,0.0483,4.38,14369.96,13986.94,1
0.6956,0.5309,0.1395,9.1,17023.56,15209.42,0
0.6508,0.1796,0.2426,18.04,29019.84,20746.49,0
0.2329,0.0928,0.4226,20.99,34095.62,21568.79,0
0.1418,0.4531,0.2354,15.4,33799.58,22290.92,0
0.3086,0.5517,0.3242,16.95,29200.3,21047.15,0
0.1953,0.2547,0.3602,16.35,24300.64,18056.71,0
0.1233,0.1216,0.4059,22.82,33138.68,20625.89,0
0.2042,0.539,0.1725,14.82,24039.45,18277.24,0
0.0977,0.1713,0.4703,21.74,33925.1,18652.45,0
0.2665,0.1692,0.2364,14.12,25639.0,21161.17,0
0.1405,0.4351,0.4348,19.11,27264.55,17225.97,0
0.2425,0.6604,0.1451,11.86,20049.09,15745.77,0
0.033,0.1266,0.3132,18.7,32918.99,22671.48,0
0.165,0.2009,0.0279,2.51,6070.19,5677.77,0
0.2753,0.0621,0.288,14.88,31544.12,24317.45,0
0.0694,0.3498,0.0918,10.76,18467.8,15951.57,0
0.1948,0.01,0.4131,14.37,26421.83,14307.68,0
0.2249,0.1043,0.469,22.77,37275.54,21133.57,0
0.0814,0.1914,0.4318,23.37,38782.55,18748.25,0
0.1098,0.225,0.389,20.91,30464.61,19473.13,0
0.1278,0.2269,0.2271,20.71,37833.58,30307.28,0
0.0568,0.3328,0.421,19.99,30040.53,19227.58,0
0.191,0.1424,0.3368,19.84,28871.5,16053.85,0
0.1102,0.2237,0.4594,26.7,41059.14,22961.72,0
0.4495,0.3882,0.3014,21.06,32565.36,20674.61,0
0.2092,0.2405,0.3058,18.77,30872.15,21152.52,0
0.7048,0.3016,0.3478,17.83,24190.02,13429.18,0
0.3992,0.4926,0.2238,8.42,21140.75,16575.83,0
0.1548,0.01,0.4121,28.0,39946.82,22388.62,0
0.466,0.598,0.1735,11.14,19374.72,15331.15,0
0.1905,0.0943,0.3223,18.79,29007.74,18601.5,0
0.0621,0.0254,0.2683,11.83,25044.11,17600.38,0
0.1505,0.4118,0.3709,22.2,30465.45,21706.45,0
0.2128,0.1437,0.3275,20.42,27790.84,20224.04,0
0.1831,0.5592,0.4702,19.15,36326.99,22649.27,0
0.2671,0.7657,0.112,10.32,17191.47,15323.62,1
0.0786,0.1831,0.4654,22.95,40135.94,24412.99,0
0.1135,0.3193,0.2522,19.97,30784.99,22211.48,0
0.062,0.2109,0.1465,11.03,22401.73,17469.1,0
0.1045,0.2631,0.4217,19.01,29681.39,19898.51,0
0.0883,0.1191,0.3869,22.13,37705.9,20357.69,0
0.2322,0.3268,0.4593,23.83,37069.93,20299.65,0
0.307,0.4468,0.2627,15.22,24058.04,19346.87,0
0.1781,0.1181,0.4304,21.9,33373.91,15001.12,0
0.0803,0.5816,0.222,17.35,22968.18,18048.94,0
0.0874,0.3582,0.4467,17.65,34980.08,20774.65,0
0.0668,0.0407,0.1621,10.03,18090.58,14617.65,0
0.1498,0.5356,0.3092,18.96,25792.34,18122.53,0
0.1399,0.2415,0.134,12.2,15277.47,12921.96,0
0.3907,0.0981,0.2184,17.67,25193.22,21639.15,0
0.104,0.3771,0.5005,23.13,33950.44,21341.9,0
0.2262,0.6796,0.3383,14.79,31460.15,23550.0,0
0.3233,0.1005,0.2793,24.12,23162.18,15952.72,0
0.307,0.0433,0.3397,19.53,29612.23,20495.34,0
0.2216,0.5452,0.1592,13.55,27352.39,24076.09,0
0.1675,0.2291,0.0997,7.82,23225.31,18671.32,0
0.3221,0.1028,0.3455,14.58,24659.49,14577.28,0
0.383,0.2349,0.3195,19.49,31168.02,22003.02,0
0.1999,0.1912,0.2625,16.5,27464.28,18169.62,0
0.0168,0.2219,0.1837,13.54,21807.67,18185.75,0
0.1628,0.5272,0.573,25.6,34657.9,15214.56,0
0.1128,0.1142,0.2624,19.9,31538.67,22131.68,0
0.2646,0.1427,0.375,20.9,31383.74,22657.69,0
0.0807,0.1894,0.5331,28.35,37112.05,17886.21,0
0.4599,0.205,0.3106,15.2,23924.11,17445.48,0
0.2936,0.0814,0.2542,12.2,22692.99,16211.87,0
0.4495,0.4482,0.1802,11.04,19222.28,14744.46,0
0.3077,0.1538,0.1811,14.0,23894.97,19259.9,0
0.3451,0.3757,0.1949,13.37,24062.52,20825.62,0
0.1834,0.2842,0.5091,22.04,31053.34,15580.93,0
0.3526,0.0944,0.3112,20.9,31514.04,21849.6,0
0.2352,0.3288,0.2727,21.05,35340.35,27997.71,0
0.4775,0.2317,0.2397,11.59,13232.4,9688.51,0
0.8079,0.2468,0.082,8.52,17951.27,17449.37,1
0.3505,0.643,0.2953,13.09,20524.48,14416.59,0
0.5755,0.2315,0.0676,9.57,15409.11,13228.81,1
0.5005,0.3523,0.165,12.29,22244.27,17668.6,0
0.495,0.7955,0.3999,17.88,32866.68,19326.7,0
0.3846,0.1154,0.3909,20.32,33999.56,21802.25,0
0.0915,0.1782,0.4459,19.71,32615.83,20310.75,0
0.3364,0.0999,0.3284,19.22,33166.69,22066.78,0
0.0912,0.1579,0.4176,24.79,40950.39,22655.12,0
0.3788,0.1049,0.2045,14.97,20156.01,17018.89,0
0.2304,0.1279,0.4615,22.75,26886.9,15191.93,0
0.2431,0.2004,0.2004,11.92,21929.51,17413.6,0
0.1012,0.0596,0.343,21.35,32309.14,20046.9,0
0.267,0.4915,0.5855,26.58,41610.0,19474.1,0
0.4282,0.5418,0.415,19.64,27001.92,17667.49,0
0.5921,0.4554,0.4821,18.74,31564.83,14565.21,0
0.2516,0.5722,0.2746,13.85,20879.52,14664.35,0
0.0397,0.2764,0.2976,17.6,36741.16,23574.02,0
0.419,0.1507,0.525,25.35,34096.57,19122.95,0
0.1341,0.2928,0.3811,20.68,34571.58,22971.07,0
0.3565,0.1898,0.514,20.03,40018.85,20037.55,0
0.1652,0.1455,0.4208,21.88,35800.24,19927.29,0
0.5609,0.2187,0.0996,9.32,15868.58,13161.92,0
0.1933,0.3704,0.3677,18.03,26138.42,18655.22,0
0.5266,0.2757,0.2227,9.74,18194.08,11908.16,1
0.1907,0.1794,0.4413,22.32,41668.18,23791.35,0
0.4429,0.2324,0.3923,21.84,37763.93,23675.06,0
0.2328,0.6737,0.2727,13.56,19369.76,15274.11,1
0.3159,0.4092,0.4234,23.43,36533.91,21212.38,0
0.0431,0.0251,0.2407,21.7,32899.89,26431.07,0
0.5198,0.236,0.0124,6.08,11521.42,11344.3,1
0.112,0.0609,0.461,20.81,39552.31,19615.48,0
0.183,0.5374,0.2184,14.58,19296.51,14385.24,0
0.057,0.3869,0.231,13.38,24415.4,19552.79,0
0.2063,0.5278,0.2657,19.77,23625.33,17423.78,0
0.5172,0.1632,0.2252,12.0,17175.36,13805.64,0
0.3114,0.5599,0.1772,14.31,22759.96,18717.12,0
0.1961,0.2209,0.3514,18.96,26426.55,16425.19,0
0.0974,0.3209,0.3553,16.46,32495.61,18830.42,0
0.1299,0.2942,0.4239,24.34,37449.63,22597.13,0
0.0215,0.2632,0.415,18.48,34423.27,21717.26,0
0.1797,0.4245,0.4377,18.3,35831.38,19834.72,0
0.3559,0.3924,0.168,10.72,20990.59,18693.07,0
0.0622,0.0186,0.3996,21.86,34321.16,22390.2,0
0.0456,0.0986,0.5854,26.47,37784.66,17256.86,0
0.3848,0.2053,0.3763,25.56,36660.44,25766.17,0
0.3878,0.101,0.1687,11.85,26407.29,22922.97,0
0.2813,0.5517,0.3921,22.8,26379.97,14990.68,0
0.4483,0.01,0.4388,17.48,26936.9,15116.88,0
0.2012,0.0279,0.365,21.57,29083.03,16643.47,0
0.2268,0.0437,0.5961,29.23,38474.54,15214.48,0
0.1456,0.1758,0.3681,19.53,33406.23,17917.87,0
0.2677,0.1331,0.3715,23.91,31189.31,17755.08,0
0.6171,0.2154,0.3348,15.89,26609.81,16962.39,0
0.7218,0.018,0.1536,11.39,20763.22,18002.23,0
0.0654,0.5515,0.3564,21.19,35056.32,22591.79,0
0.5229,0.1682,0.4424,21.48,33744.68,18238.26,0
0.0801,0.0134,0.3677,20.39,33968.63,23108.96,0
0.1817,0.4502,0.2878,13.83,21436.21,14884.48,0
0.0153,0.0729,0.3615,18.8,38304.92,21630.66,0
0.5141,0.6572,0.1845,10.83,15756.24,14092.28,1
0.2105,0.9294,0.3597,15.19,26639.66,17346.51,0
0.1824,0.3834,0.423,24.72,35928.88,20252.83,0
0.1174,0.2733,0.2639,16.02,23709.58,19057.38,0
0.1842,0.4302,0.0556,11.2,15596.69,15109.23,0
0.1191,0.2128,0.2528,10.97,18025.59,13238.37,0
0.2863,0.1649,0.2488,16.88,29539.84,21310.74,0
0.5544,0.7592,0.0531,12.32,15831.86,13994.03,0
0.0368,0.319,0.3802,12.87,23236.66,13438.5,0
0.1934,0.24,0.4359,24.27,35024.8,20001.79,0
0.6213,0.4731,0.4177,17.37,25552.6,16779.06,0
0.1007,0.4778,0.2567,18.29,27984.59,23071.23,0
0.0375,0.4787,0.4428,21.02,36566.72,20208.09,0
0.0764,0.1966,0.2698,15.26,29362.56,20496.0,0
0.1668,0.0587,0.2607,11.65,23037.5,18522.24,0
0.4329,0.1679,0.4475,23.34,36596.73,20372.56,0
0.4802,0.2694,0.3079,18.54,36170.77,23919.12,0
0.2771,0.1825,0.313,12.34,24586.8,15588.84,0
0.2031,0.1194,0.2875,16.49,29786.14,20629.03,0
0.2487,0.3186,0.2956,13.23,19042.15,11250.08,0
0.2949,0.0511,0.281,14.9,23603.7,16924.92,0
0.0741,0.6094,0.4818,19.57,32246.67,15604.35,0
0.2024,0.1733,0.4932,29.8,39736.72,17990.93,0
0.4348,0.4074,0.3112,15.3,18578.94,12378.83,0
0.1485,0.0637,0.456,23.76,38190.49,20814.52,0
0.2928,0.8399,0.1768,10.65,16728.47,14278.13,0
0.3322,0.0849,0.2343,10.29,25055.33,19889.36,0
0.5298,0.1196,0.3673,16.88,24018.88,15445.71,1
0.4059,0.0499,0.5586,22.81,35912.68,16047.45,0
0.3916,0.2818,0.465,23.7,33421.75,20566.09,0
0.0824,0.3935,0.2248,13.95,28909.18,23073.97,0
0.1012,0.2605,0.5686,22.73,32875.72,13421.73,0
0.0881,0.2332,0.2008,14.4,20171.38,16542.53,0
0.4923,0.0328,0.0897,9.96,13828.57,11645.95,0
1.0012,0.4466,0.1304,8.72,18792.15,16521.04,1
0.2489,0.1581,0.4304,25.04,41022.07,24954.21,0
0.1824,0.3909,0.2714,19.59,27074.92,18167.8,0
0.629,0.0523,0.2364,11.34,19619.31,15260.39,0
0.1554,0.1574,0.1625,12.28,17551.73,13879.23,0
0.0923,0.3633,0.3327,14.48,38728.17,26144.89,0
0.0814,0.0317,0.055,3.82,11904.37,11111.95,0
0.2464,0.4869,0.4884,18.56,36907.91,20420.11,0
0.5139,0.3785,0.1819,8.97,18504.61,14910.52,0
0.2801,0.1725,0.4157,20.33,36108.79,17193.89,0
0.1731,0.0544,0.439,23.74,40062.08,25026.09,0
0.2876,0.01,0.0968,8.38,18849.4,17601.91,0
0.5253,0.3311,0.1878,16.44,22405.5,18165.45,0
0.0283,0.031,0.3736,20.02,32557.72,20435.65,0
0.0916,0.0821,0.2552,14.04,26008.74,19119.02,0
0.2783,0.2645,0.1026,9.75,12168.73,11211.6,0
0.1933,0.1862,0.2101,11.02,22545.59,18535.35,0
0.3237,0.2667,0.5153,22.79,30212.7,16079.88,0
0.0532,0.1383,0.4399,27.41,38064.27,20590.31,0
0.1162,0.2543,0.1735,10.57,20121.53,14516.16,0
0.2327,0.01,0.2676,18.95,30192.57,22694.95,0
0.1117,0.146,0.5136,20.89,36977.72,16353.3,0
0.01,0.6396,0.4078,22.88,31843.13,15331.3,0
0.15,0.1169,0.1774,11.42,17643.22,14877.02,0
0.5076,0.3751,0.388,19.14,29064.23,18902.51,0
0.3625,0.6198,0.2907,16.12,29953.68,24100.19,0
0.1507,0.2624,0.4501,23.49,33652.47,15981.26,0
0.2645,0.2312,0.3865,22.04,30486.51,17051.31,0
0.1808,0.6565,0.1269,10.55,13792.94,11898.14,0
0.1609,0.0487,0.5202,18.94,29651.03,14078.3,0
0.1606,0.1277,0.3937,23.6,32171.66,18954.6,0
0.5301,0.3052,0.1632,8.88,24318.01,21266.65,0
0.0933,0.082,0.3596,17.98,31007.83,17400.71,0
0.1222,0.4514,0.3656,18.08,31849.53,19262.04,0
0.3102,0.2889,0.3913,23.5,31291.87,20714.63,0
0.1989,0.3016,0.4074,22.93,33789.52,19709.66,0
0.5865,0.0737,0.2247,17.02,27021.65,23285.6,1
0.3119,0.3445,0.3382,25.09,37848.0,23138.43,0
0.1004,0.3212,0.278,11.6,22573.59,17429.07,0
0.4122,0.4655,0.4937,26.26,39572.6,21234.15,0
0.2059,0.1569,0.2694,15.23,30147.91,20687.38,0
0.3309,0.3124,0.4588,19.29,30107.15,16475.14,0
0.2031,0.3485,0.2638,12.16,25956.47,20126.88,0
0.0626,0.3535,0.1176,17.98,27508.57,25438.65,0
0.6565,0.0594,0.4164,14.85,27653.81,16510.63,0
0.2198,0.3131,0.2452,12.21,19986.4,13770.82,0
0.1452,0.4136,0.0295,3.73,8988.77,8046.03,0
0.1354,0.254,0.3511,22.57,25578.57,18166.51,0
0.3976,0.01,0.228,16.87,21023.47,15703.64,0
0.231,0.2154,0.3462,15.5,25377.73,16991.79,0
0.2741,0.2299,0.4595,25.2,41290.6,22823.93,0
0.0874,0.2501,0.3534,18.39,34790.29,22235.04,0
0.1262,0.2376,0.401,22.27,35807.07,23451.74,0
0.3083,0.3108,0.3124,17.02,30853.27,21641.73,0
0.3732,0.8418,0.1332,11.48,21790.05,18891.85,0
0.1194,0.2953,0.4171,23.53,42102.65,26645.9,0
0.123,0.1991,0.0737,11.17,12138.67,10665.7,1
0.3956,0.2735,0.3232,18.9,26178.4,18454.7,0
0.1584,0.2087,0.5112,26.18,42950.97,25845.19,0
0.1327,0.2979,0.264,17.37,23613.51,16474.51,0
0.0541,0.3057,0.4025,22.7,38909.38,25241.08,0
0.2977,0.0493,0.2989,14.5,16709.59,11626.07,0
0.1884,0.2765,0.1486,9.95,20887.07,18973.73,0
0.292,0.087,0.6361,25.24,44167.73,14606.76,0
0.2765,0.0539,0.4576,25.23,34063.06,16609.43,0
0.5219,0.2933,0.1853,12.12,24092.19,19282.73,0
0.5022,0.1368,0.1099,10.95,27834.9,23746.69,0
0.2372,0.5731,0.461,16.98,33329.38,19752.0,0
0.1682,0.3298,0.4649,26.28,41076.56,21775.93,0
0.0735,0.1551,0.5596,29.73,37775.03,13964.98,0
0.125,0.1897,0.3368,18.47,30369.56,18028.31,0
0.3826,0.2828,0.3415,18.62,31569.08,18316.15,0
0.2014,0.4554,0.422,24.32,39309.77,25177.24,0
0.0889,0.2973,0.1867,10.66,18141.14,13599.08,0
0.2371,0.0454,0.4227,20.13,30591.16,17940.16,0
0.1086,0.3165,0.4894,23.73,32858.25,15954.27,0
0.2242,1.0054,0.1953,7.46,16142.58,12264.23,1
0.1587,0.1887,0.1868,8.39,19337.95,15836.23,0
0.0961,0.178,0.5158,26.37,42157.71,20471.01,0
0.1345,0.4428,0.418,20.02,37942.07,22058.16,0
0.6074,0.1706,0.3353,17.09,33122.73,24943.95,0
0.1295,0.2066,0.4488,23.56,38026.16,23017.97,0
0.2515,0.2505,0.4957,23.15,43535.93,21260.1,0
0.0151,0.0881,0.2388,12.65,24509.15,17754.55,0
0.1754,0.0326,0.2285,12.31,20802.71,15514.0,1
0.1231,0.2506,0.3826,20.84,30936.98,17240.03,0
0.7002,0.1867,0.223,12.04,17200.31,13488.05,0
0.2629,0.2335,0.327,18.38,31646.25,18537.54,0
0.3017,0.0903,0.4558,25.82,40675.23,20797.53,0
0.0492,0.0608,0.3166,16.7,24267.75,14891.15,0
0.407,0.9118,0.1703,14.19,21430.97,17053.83,1
0.0867,0.126,0.3091,11.82,26255.71,17721.36,0
0.1634,0.1735,0.3519,20.45,30950.05,18233.54,0
0.1759,0.2269,0.1012,10.8,15549.24,13918.96,0
0.0771,0.5478,0.0708,10.11,15703.87,15665.88,0
0.1996,0.4948,0.4649,21.68,35379.82,22131.92,0
0.6068,0.2832,0.1631,12.11,19369.9,15699.77,0
0.1279,0.369,0.3677,22.66,38009.4,22632.97,0
0.01,0.3785,0.3152,19.93,25176.59,18196.99,0
0.3126,0.4826,0.276,17.52,26572.45,17861.34,0
0.01,0.0405,0.4206,26.02,40020.63,21501.9,0
0.0621,0.01,0.4906,20.71,39801.54,21371.27,0
0.1178,0.569,0.4767,23.55,34786.12,18301.35,0
0.2039,0.6308,0.2247,6.76,12063.85,9871.14,0
0.2586,0.0981,0.3292,15.74,28347.75,19380.44,0
0.4862,0.5805,0.2786,15.94,23637.76,18564.01,0
0.8329,0.2417,0.0907,7.79,7045.98,6383.63,1
0.3397,0.3138,0.3822,19.13,32883.25,21933.61,0
0.2373,0.5562,0.3214,18.74,31964.13,23369.85,0
0.6726,0.106,0.0464,5.68,6735.07,6821.89,0
0.4038,0.5227,0.2869,11.48,26689.93,18921.18,0
0.2043,0.2632,0.4247,21.27,26391.82,15519.98,0
0.4778,0.4517,0.1013,8.79,11742.5,10136.57,0
0.3463,0.1828,0.4688,16.24,21264.91,12473.38,0
0.3019,0.1665,0.1105,10.99,28869.6,26272.53,0
0.0375,0.1277,0.2235,12.04,25269.15,19628.07,0
0.138,0.3687,0.1497,7.38,18986.7,15706.08,0
0.1463,0.0296,0.3659,17.06,26107.55,19573.96,1
0.6167,0.0918,0.2936,17.07,29347.75,22480.33,0
0.3309,0.1066,0.2935,15.63,17529.41,12246.81,0
0.0301,0.2088,0.3733,18.89,29460.79,20423.12,0
0.4333,0.3661,0.2466,16.93,25897.98,20540.65,0
0.3442,0.1092,0.3356,18.54,28483.0,20255.84,0
0.1284,0.4319,0.3702,20.48,32518.01,19983.97,0
0.1169,0.01,0.2657,12.97,27506.74,20412.36,0
0.593,0.1115,0.3269,14.5,22123.81,14726.09,0
0.168,0.0929,0.4007,18.24,27449.25,13368.17,0
0.09,0.2904,0.1925,6.08,20865.08,17898.94,0
0.2705,0.0875,0.3528,18.35,24421.35,16033.78,0
0.3653,0.1221,0.2704,15.41,22959.63,17442.22,1
0.1631,0.6091,0.1816,7.22,20399.45,15811.64,0
0.4079,0.0947,0.4903,25.49,47131.95,23481.28,0
0.2487,0.1223,0.4258,22.13,40035.41,19523.17,0
0.3863,0.0442,0.5157,23.33,44184.35,24303.83,0
0.14,0.0243,0.3448,15.18,32556.11,21482.75,0
0.01,0.1405,0.2604,17.59,22067.62,15512.7,0
0.4827,0.1756,0.2875,14.73,29228.46,21617.97,0
0.1747,0.1838,0.1344,11.19,15861.01,12862.27,0
0.1732,0.3453,0.405,22.3,32810.24,22253.52,0
0.1036,0.4189,0.2289,13.53,26357.09,19510.19,0
0.5745,0.3707,0.302,17.62,33076.7,21165.66,0
0.4393,0.0859,0.3013,18.16,34307.9,24600.07,0
0.5218,0.1776,0.3536,14.39,31194.44,20009.36,0
0.1526,0.0908,0.2565,14.98,25568.8,18624.85,0
0.4157,0.1574,0.1777,11.26,13243.17,10636.59,0
0.1688,0.2944,0.432,17.37,27703.51,17401.43,0
0.1224,0.388,0.0897,12.72,20345.86,18314.92,0
0.1475,0.1292,0.1527,10.35,22068.39,19016.82,0
0.1393,0.589,0.2305,10.92,18361.19,12994.75,0
0.1385,0.3677,0.0387,7.32,18702.21,17866.37,0
0.253,0.1011,0.4327,22.55,35999.54,21977.36,0
0.5437,0.1877,0.2786,15.0,21170.8,15892.2,0
0.3123,0.3383,0.428,24.5,34637.75,20700.91,0
0.4552,0.1318,0.0,8.9,18102.65,18112.16,0
0.2336,0.1256,0.4203,17.28,23256.67,14050.73,0
0.1466,0.1799,0.2026,10.54,16646.68,13698.27,0
0.6223,0.2396,0.1737,14.74,26177.72,23706.84,1
0.5816,0.3508,0.3409,16.79,20769.31,14199.7,0
0.2989,0.4462,0.2548,14.57,26956.36,19540.68,1
0.1407,0.1368,0.1163,7.44,15544.41,14744.24,0
0.2813,0.4033,0.4802,20.66,30768.85,15190.8,0
0.0268,0.2132,0.4311,22.56,31371.28,17102.99,0
0.3352,0.0911,0.3547,21.95,32317.44,20583.69,0
0.3403,0.4081,0.1916,10.38,17140.81,14084.41,0
0.2812,0.2028,0.3821,18.97,27678.63,17890.24,0
0.5028,0.2535,0.1612,12.22,25635.48,21142.92,0
0.2279,0.258,0.4483,23.38,32209.6,14699.67,0
0.1261,0.1689,0.4641,26.6,32178.35,17530.54,0
0.0945,0.1425,0.3159,19.21,31189.67,23146.21,0
0.1516,0.0131,0.5477,18.85,33673.82,11753.95,0
0.3423,0.1017,0.3844,22.23,36927.92,20238.33,1
0.2517,0.3568,0.34,17.57,28542.79,19493.3,0
0.0806,0.2893,0.1687,7.12,16723.13,13621.29,0
0.2082,0.7028,0.2828,17.99,29062.42,20696.04,0
0.0506,0.4119,0.4808,23.13,41997.62,19375.03,0
0.2411,0.1041,0.1581,8.71,21073.68,15057.96,0
0.2051,0.2047,0.0639,8.19,18104.07,16085.54,1
0.1635,0.2694,0.3404,17.29,32361.5,20112.62,0
0.044,0.3587,0.3597,20.59,40184.68,23599.61,0
0.3234,0.01,0.3476,23.77,33208.99,24647.95,0
0.2786,0.0287,0.3317,15.46,32214.72,22944.53,0
0.2952,0.3508,0.3087,12.29,25784.26,18899.14,0
0.2772,0.1409,0.5228,21.52,39049.16,16713.8,0
0.7728,0.2006,0.1147,5.24,12255.5,11138.76,1
0.1553,0.2093,0.4122,19.84,24637.94,15601.02,0
0.1494,0.01,0.159,12.32,16676.88,13541.89,0
0.2119,0.2664,0.261,14.74,26821.97,19374.28,0
0.1288,0.2475,0.3668,18.16,30151.77,21721.05,0
0.2689,0.0418,0.1995,13.11,21679.91,16725.91,0
0.525,0.2473,0.271,15.01,29167.56,20884.96,0
0.3059,0.0945,0.294,19.46,33283.86,25539.8,0
0.3588,0.5163,0.3237,15.01,31480.95,20943.22,0
0.3567,0.1911,0.2973,20.86,27916.59,17709.98,0
0.2021,0.8631,0.0691,7.07,22040.31,20151.25,0
0.01,0.4957,0.3647,21.99,29463.3,19097.29,0
0.1461,0.5446,0.2472,19.19,33543.03,22580.74,1
0.8484,0.3033,0.144,7.93,12128.05,10363.12,1
0.2753,0.183,0.2969,15.57,27487.8,17708.29,0
0.2281,0.2166,0.473,25.82,38168.44,20836.87,0
0.318,0.1781,0.3979,22.25,37168.48,18108.87,0
0.3475,0.3119,0.484,25.69,37636.47,18638.98,0
0.4463,0.386,0.1609,13.32,23399.41,19054.51,0
0.1001,0.2941,0.4006,17.55,35588.18,20951.86,0
0.6815,0.0377,0.1535,12.71,15606.43,13278.47,0
0.0255,0.6881,0.191,15.09,24565.93,19409.57,0
0.0665,0.4733,0.5053,26.23,36862.79,21724.21,0
0.8113,0.2901,0.13,6.95,13176.9,11458.87,0
0.23,0.1267,0.3471,24.76,34765.59,24464.12,0
0.2294,0.1462,0.3516,17.96,27882.39,18579.73,0
0.1169,0.1658,0.3785,19.01,31443.22,21046.86,0
0.0983,0.1632,0.3342,20.54,34878.79,23208.96,0
0.4027,0.2648,0.5212,20.2,39032.88,17370.46,0
0.5666,0.3402,0.2846,15.24,26372.4,15406.69,0
0.2649,0.1602,0.2646,11.47,26331.22,18544.6,0
0.1607,0.3889,0.3084,22.95,36902.9,26752.25,0
0.3344,0.2261,0.5297,22.39,35088.96,15886.69,0
